tweet_id,customer_message,response_text,brand
100020,"Just now, don't use Amazon much so didn't know the process if you don't receive an item","Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else!",AmazonHelp
100021,Wasn't tracked as sent via Royal Mail. I've emailed the seller.,How long has it been since you've e-mailed the seller?,AmazonHelp
100022,Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE?,AmazonHelp
100023,"I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.","Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß",AmazonHelp
100024,I allowed it well past 8 PM. I was never notified about any other delays,I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN,AmazonHelp
100025,"I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival.",AmazonHelp
100026,"yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money","I would like someone from our team to take a look into this for you, Sanu. Please reach out here: https://t.co/QtC7bueYoR",AmazonHelp
100027,i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,Have you had a chance to speak with your bank regarding the refund?,AmazonHelp
100028,and redund issued on 13th [URL] no sing of my money and amazonuk just saying its in the billing department.no signof devlp,When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund?,AmazonHelp
100029,Well ok but said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B,AmazonHelp
100030,No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN Please keep us updated.,AmazonHelp
100031,Want to speak to someone at corp to address these issues.,Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? https://t.co/1XyLaGkcaN,AmazonHelp
100032,Multiple calls to call amazon call center with zero resolution and never a promised call back.,Can you tell us what insight / advice was provided with when you spoke with us last? We'd like to help if we can.,AmazonHelp
100033,There was only one costing a lot more than £20 and FBA -stating eligibility !,"We'd like to take a look into this with you. When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb",AmazonHelp
100034,All of them,Hmm.... Let's take a closer look into what's going on here: https://t.co/jzvkhdlrK5,AmazonHelp
100035,I can’t log in because it’s locked.,"The link provided will allow you to contact us without signing in! Select ""skip log in"" and you'll be in touch in no time!",AmazonHelp
100036,Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,"Du hast die Möglichkeit, Amazon.de Geschenkkarten aus dem stationären Handel für deine Bestellungen einzulösen. Gruß",AmazonHelp
100037,infórmese... no voy a perder más mi tiempo...,¿Puedes explicarnos bien el inconveniente y mandarnos los detalles en este enlace por favor? https://t.co/kUkXHFkYWd,AmazonHelp
100038,"Many times, but still failing, and it happen with some show",Is this still ongoing? What devices are you using?,AmazonHelp
100039,"Mac book pro, with Chrome",In this case please contact my colleagues via: https://t.co/LFLW8z8jr2 They will help you! Regards,AmazonHelp
100040,"I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",Changing language is just a simple click: https://t.co/CXXk5VglR4 You can reach our support here: https://t.co/aAfOxTGpe1,AmazonHelp
100041,"how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me [URL]",We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/m1LX91jiEQ,AmazonHelp
100042,"already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore [URL]","I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5",AmazonHelp
100043,"no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating","I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided.",AmazonHelp
100044,"no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already [URL]",I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated!,AmazonHelp
100045,USAs Amazon. Com,Please reach out to us directly here: https://t.co/jzvkhdlrK5 We'd love to help get you logged in!,AmazonHelp
100046,Excelente servicio! Recibí mis paquetes hace un par de minutos!,¡Nos alegra saberlo Quirino! Te agradecemos que nos hayas contactado y esperamos que puedas disfrutar de tu compra. Quedamos a tu servicio. ¡Saludos!,AmazonHelp
100047,Solo dice “en reparto” pero no tiene un número de contacto con el repartidor que es de Amazon Services 😩,"Gracias por la información, Quirino. Por favor, contacta con nuestros colegas de Servicio al Cliente para una atención personalizada y puedan darte información precisa sobre tu paquete. Lo puedes hacer a través del siguiente enlace: https://t.co/beR78zMMYB",AmazonHelp
100048,No. Como puedo contactarlo,Quirino al ingresar al correo de confirmación de compra te aparecerá un enlace en el cual esta el número de guía de tu pedido. También puedes utilizar la siguiente información para contactar con el transportista: https://t.co/mEKBC5rf63,AmazonHelp
100049,I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.,Thanks for the additional information. Keep us posted on the arrival of your packages! Let us know if you have any further questions.,AmazonHelp
100050,"I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?","Thanks for reaching back out to us! If your item is not eligible for replacement, you can still return the item for a full refund instead. You can view your replacement and/or return options here: https://t.co/TGLNUK2VHy",AmazonHelp
100051,It's now a police matter. You could check the police report.,"I'd like to have a member of our team ensure this is escalated to the correct teams for investigation. When you have a moment, please send us as many details as possible here: https://t.co/DFWr7dqiz5",AmazonHelp
100052,And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. [URL],I'm truly sorry for the inconvenience! We don't have access to your account via Twitter. We'd like to help if we can. Please connect with us here so we can assist you: https://t.co/hApLpMlfHN,AmazonHelp
100053,"AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.","I understand your frustration! Our team would like a chance to address this concern. At your convenience, include your details here: https://t.co/hKZOmv3DMU",AmazonHelp
100054,"No, I can't check. It shows nothing. And customer service rep was NO help.","If you would like to contact our support team via phone, please give us a call so we can review these details with you: 1-866-216-1072.",AmazonHelp
100055,Thank you so much once again for kinds of word,You're welcome Dhiraj. :),AmazonHelp
100056,I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :),Thanks for the information. We've responded to your DM.,AmazonHelp
100057,Solicitud (foto del estado de cuenta),Puedes también comunicarte a través del siguiente enlace de contacto para que se revise tu caso: https://t.co/hWMtJrYuBU,AmazonHelp
100058,10 hours ago.,Gotcha- Let us know if you haven't heard back from them on Tuesday.,AmazonHelp
100059,"Still not working. They sent me a link to reset the password, try and sign in with new password and still locked out.",Did information get sent to our Accounts Specialists to look into when you contacted in?,AmazonHelp
100060,But why has every item got 3+ days processing time when it's usually next day,Some deliveries may take slightly longer than usual. You can read more information on here: https://t.co/VrNzEOwawt,AmazonHelp
100061,Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address,"Prime shipping refers to transit time after your orders ship, in working days. Some orders require additional processing and handling. The delivery date shown at checkout is the most accurate.",AmazonHelp
100062,I’m trying off my fire stick,... please reach out to us for real-time troubleshooting here: https://t.co/hApLpMlfHN,AmazonHelp
100063,Please call me,"If you follow the link provided, we'd love to give you a call.",AmazonHelp
100064,Or you can provide me with a direct dial number and I’ll call it now,Hi there! We are not able to see customer's account information here on Twitter. Please reach out to us by calling 866-216-1072 and keep us updated on the outcome!,AmazonHelp
100065,"Thank you. Spoke with customer service who was very nice & helpful & put me straight through to a Competent logistics person who documented issue, researched my acct & was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you.",You're welcome. Reach out again if you have questions in the future. We're here to help.,AmazonHelp
100066,"Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.","When you have a moment, please phone us here: https://t.co/hApLpMlfHN",AmazonHelp
100067,"Hecho el procedimiento, lo que me interesa y exijo es que sea devuelto mi dinero puesto que jamás he adquirido algún articulo por este medio","Mary, si no te has beneficiado de las ventajas de Prime, recibirás el reembolso. Recibirás un e-mail con más detalles.",AmazonHelp
100068,Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then [URL],"I understand your concern. At your earliest convenience, we'd like to look into this with you: https://t.co/oGDklGgbCZ",AmazonHelp
100069,Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,"I can understand your reluctance, but we can provide you with additional options depending on who the seller is.",AmazonHelp
100070,Okay....what information do you need to be able to help then???,"Hi, is the book listed as sold or fulfilled by Amazon? If so, please get in touch with us via the link provided.",AmazonHelp
100071,The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver [URL],It would be best to contact us directly here: https://t.co/JzP7hlA23B and we can look into this further then.,AmazonHelp
100072,"I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)","Thanks for the update! I'm sorry about the order issues and your inconvenience, but glad that everything has been resolved.",AmazonHelp
100073,Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!,Hi Emma. I understand. You can use this link (which doesn't require a log in) to get in touch: https://t.co/zYVX1Qi29G,AmazonHelp
100074,I'm UK based. Are the contact details the same?,Sorry! Try this one instead: https://t.co/JzP7hlA23B,AmazonHelp
100075,"Solved, Thank You",You're welcome. Do keep us posted for any further assistance.,AmazonHelp
100076,"Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (1 item) check out yourself","Please don't provide your details, we consider it personal information. Our Twitter page is visible to public.",AmazonHelp
100077,What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing,"Sorry for this ordeal, Benish. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you.",AmazonHelp
100078,I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,Please share your details from the link provided for us to look into your concern and assist you further.,AmazonHelp
100079,Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,We haven't received your details. Kindly share your details here: https://t.co/JzRdscmdH9 and I'll get in touch soon.,AmazonHelp
100080,"Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (delete it again)","Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public.",AmazonHelp
100081,I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,I understand! Returns can be made as long as they fall under this policy: https://t.co/i3QyGkjfQI. Hope this helps!,AmazonHelp
100082,I already chatted with help and am still not convinced i'll get the right item because clearly the warehouse workers can't read.,Please keep us posted if a replacement was provided. We want to ensure you receive the correct phone case.,AmazonHelp
100083,"I have checked there is no email from amazon, and amazon is in safe senders list.","If you haven't received any email, please share your details here: https://t.co/GIJyeYqKE0 and we'll get back to you.",AmazonHelp
100084,I have filled the details,"If you've shared your details in the link, we'll check and get back to you with an update soon.",AmazonHelp
100085,"Haven’t received any mail, can you please resend mail to __email__",I just checked and can see that we have sent you an email correspondence. Request you to please check your spam folder.,AmazonHelp
100086,Was sent this item in 6x9 size. Trying to return & UPS did not show up today. I'd keep item if I could get refund for price difference. [URL],We would like to investigate further with you. Please reach out to us at your convenience: https://t.co/hApLpMlfHN,AmazonHelp
100087,"amazon just doesn’t seem to get it together, poor customer service, warranty is a scam",Sorry to hear you're having issues with your Fire tablet. Seems to be a bit of an issue with the link above. Please provide info here: https://t.co/R55eEQwSEs so we can look into this for you.,AmazonHelp
100088,"I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.",I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: https://t.co/vQp02VsuI4,AmazonHelp
100089,I have an order that was supposed to be here on the 25th which has not arrived yet.,"What does the current tracking indicate? Also, who does the tracking indicate as carrier?: https://t.co/PyACxvY8Qo",AmazonHelp
100090,"My apologies, it says now that the delivery date is October 31st. Still hasn't come though.",Hi Mark! Deliveries will run up until 21:00. Let us know what happens. Chuck H,AmazonHelp
100091,No package.,I'm sorry it hasn't arrived! Please get in touch with us here: https://t.co/hApLpMlfHN for available options.,AmazonHelp
100092,"The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS",Please get in touch with us here: https://t.co/Q7Ftz6nj80 and we'd be happy to review available options with you.,AmazonHelp
100093,"Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?","Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed.",AmazonHelp
100094,The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.,We'd still like to help. What does the tracking show in Your Orders: https://t.co/PCtircFm5C? Who is the carrier here?,AmazonHelp
100095,"I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps","When you were on the phone with us, did we mention a date as to when we could provide more options?",AmazonHelp
100096,"They did not. The wrinkle is, I board a plane for the U.K. In the am and these items were part of the attire for the wedding im in.","Hey, Mike! Were the other late items also shipped via USPS? You can check here: https://t.co/Y5jpI9gRhE",AmazonHelp
100097,Yeah I know how to check it. There's no information still,Please keep an eye on your e-mails and check your junk/spam folder. We'll let you know once we've confirmed a date.,AmazonHelp
100098,"Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",Thanks for the information. Please let us know if your order doesn't arrive by Friday.,AmazonHelp
100099,Original promised delivery date was yesterday to this Friday.,Please give us a call here: https://t.co/Q7Ftz6nj80 so we can take a look into this with you!,AmazonHelp
100100,Should have been today before 8,Please get in touch with us here: https://t.co/hApLpMlfHN and we'd be happy to review available shipping refund options.,AmazonHelp
100101,when its removed the system says it's inserted but unrecognized. When it's inserted the tablet behaves as though there's no card,Check the SD Card slot and make sure there is no particulate matter which may be effecting how the card is being detected.,AmazonHelp
100102,"it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",We'd like to try to solve this problem for you! Please contact us here so we can take a closer look: https://t.co/hApLpMlfHN,AmazonHelp
100103,"it was doing this a few days ago and a factory reset fixed it, for two days. A hard reboot with card in or out does not resolve.","That's odd! We'd like to help further with this. When you can, please reach out to us here: https://t.co/hApLpMlfHN",AmazonHelp
100104,yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?,We're unable to access accounts on Twitter but we'd like to look into it for you here: https://t.co/hApLpMlfHN,AmazonHelp
100105,Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.,We'd still like to help. What is the delivery date shown in the order e-mail: https://t.co/L9Xapf1v25? Who is the carrier?,AmazonHelp
100106,"At time of order, del date was 10/29. Carrier is AMZL US.",I would like a member of our team look into this for you. Please fill out this form: https://t.co/dOqIHIw6g0,AmazonHelp
100107,"So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.","What kind of problems are you having with your Fire Stick, Mildred?",AmazonHelp
100108,"Continued buffering, loss of sound and it doesn't save where I leave off in programming.",Oh no! We'd like to look into this in real time with you. Please reach us via phone here: https://t.co/hApLpMlfHN,AmazonHelp
100109,"Si, es correos y pedí ke viniesen a x el pakete pero me pedian ke me kedase o toda una mañana o toda una tarde en casa pero y mi trabajo??",Lamento los inconvenientes. Recomiendo reportar lo ocurrido a nuestro Servicio al Cliente: https://t.co/OjvUxwnzPe,AmazonHelp
100110,Es una devolucion,Comprendo. ¿Ya entraste en contacto con el transportista?,AmazonHelp
100111,"enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo?","Recomendo entrar em contato diretamente com o SAC da KDP, para eles conferirem o seu caso: https://t.co/iAtVDKIvAN",AmazonHelp
100112,Please do it fast,"Further, we wouldn't be able to offer any additional insight/ info in this regard. Appreciate your understanding.",AmazonHelp
100113,Not received any email,email from our account specialist team regarding the same. Request you to respond to that email for any assistance. 2/2,AmazonHelp
100114,Done that. Was told I would definitely have it by 9pm yesterday & it's still not been delivered!!!!,"Just to confirm, what's the current tracking information listed for your order here: https://t.co/aaDyEz1VgE",AmazonHelp
100115,"Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again.",I'm sorry those steps didn't help! Who was the carrier for this order? You can check here: https://t.co/Y5jpI9gRhE,AmazonHelp
100116,"Carrier: AMZL US, Tracking #: TBA516106123000","I'd like someone from my team to check into this. When you can, please drop your details here: https://t.co/jNvrqbIPwn",AmazonHelp
100117,Lol that's not my real name. But basically yeah they won't just leave it at my front door. Tomorrow's the final attempt.,"Hi, not Hugh:) Who is the carrier for this delivery? You can find this information here: https://t.co/Y5jpI9gRhE",AmazonHelp
100118,Many times..Always got them saying well deliver it by deadline...I hate your service now,Sorry about the delay with the order. Please share your details here: https://t.co/GIJyeYqKE0 and we'll check this.,AmazonHelp
100119,It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..,details through the link provided above so that we can look into the issue. 2/2,AmazonHelp
100120,I already emailed y’all.,"I'm sorry about the link. For a faster response, contact us by phone here: https://t.co/jzvkhdlrK5 without signing in.",AmazonHelp
100121,Is that a 24 hr line,Yes. Our main customer service line is open 24 hours a day.,AmazonHelp
100122,Nah. Just answer my question please.,"From the Kindle app, go to More, tap on Settings, tap on Push notifications to enable or disable the notifications.",AmazonHelp
100123,"Uff, I am continuously trying to tell you that I have already replied and a 24 hr tat for receiving call was given which​ U have failed on",If you've already replied to the email sent by our team. I'm sure our team will reach out to you soon with an update.,AmazonHelp
100124,Rather than wasting time here can you please check with your team & confirm whether they have responded. Use basic communication skills Sir,"We're currently working on your issue, we'll contact you soon. Keep an eye on your mailbox.",AmazonHelp
100125,24 hrs tat was given on written mail on 29th Oct to receive a call but no response since last 60 hrs.Hence we say quality of Amazon has gone,"If you had replied to the email, you must've received a correspondence from us, Darshan. Please check.",AmazonHelp
100126,"I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light","Apologies, thank you for replying to the email. We'll get back on this soon. Appreciate your patience.",AmazonHelp
100127,I have checked all my mails and had received your last mail on 29th stating you will receive an update in next 24 hrs. No revert received,"I do understand, however, please revert to the same email so that we can get this sorted.",AmazonHelp
100128,"I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business",Sorry for the trouble you've had. Kindly reply to the email you've received from our team & we'll look into this further.,AmazonHelp
100129,"Nobody has called till now, why are you sending fake replies",Sorry for the stretch. Please reply to the email you've received from our Social media team and we'll get back.,AmazonHelp
100130,Please reply with necessary resolution...,email ID. Kindly check it here: https://t.co/8DAc10S7ww. 2/2,AmazonHelp
100131,I have replied dozen of times first check then reply. So silly,Thanks for writing back to us. Our specialist team will contact you with an update on your issue soon. Please wait.,AmazonHelp
100132,Message from Rahul from Social Media team. Upon checking your order I see that issue is being handled by Executive Customer Relations team.,"As requested, please respond on the requested email and our specialist team will reach out to you.",AmazonHelp
100133,Can you please update over this quickly,"We've sent a correspondence to your registered email address, request you to check the same.",AmazonHelp
100134,I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.,"Sorry to know about the delivery issue. As you've confirmed sharing your details, you should've received an email from",AmazonHelp
100135,6 different emails about the same order and none actually resolve the issue. You should be quite ashamed.,Please reply to the email received from our team. We will check and connect with you accordingly.,AmazonHelp
100136,the last email i got was the transcript of the last chat that i requested.. you want me to reply to that??,Sorry about the order cancellation. Please reply to the email you've received from our Social media team and we'll get back.,AmazonHelp
100137,For the third time. I HAVE NO RECENT E-MAIL FROM YOUR SOCIAL MEDIA TEAM.,"Sorry for the trouble, Manak. Please resubmit the details here: https://t.co/GIJyeYqKE0 and we'll have this checked.",AmazonHelp
100138,"Submitted, for the third time for the same issue.",Thanks for submitting the details. We've received your details and we'll reach out to you soon.,AmazonHelp
100139,Sorry to have to say this. But you all are idiots. Once more email completely ignoring my query and giving template reply,That's unusual. Could you please revert to the email with further queries on this? I'll like to have a look into it.,AmazonHelp
100140,Can someone please call me. I have responded to multiple emails and surveys now without my question being addressed. This is very annoying.,We're unable to arrange a callback for you over Twitter. Please make a request by responding to the email and we'll oblige.,AmazonHelp
100141,asm mentioned before. You all are just idiots.,Thanks for replying. We'll get in touch with you soon. Appreciate your understanding.,AmazonHelp
100142,I have. And I have spoken to customer care again on chat.,"If you've replied to the email sent by us, we'll check and get back to you with an update shortly.",AmazonHelp
100143,Thanks. I wish the same degree of concern were shown about my complaint though.,Could you please confirm if you have replied to our email?,AmazonHelp
100144,May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER ! [URL],"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public.",AmazonHelp
100145,I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.,I'm sorry about the trouble Manak. Kindly reply to the email sent by our team for further assistance.,AmazonHelp
100146,I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to for future.,you've received from our team and we will get back to you with the latest update on your issue.,AmazonHelp
100147,This has been the most frustrating and useless customer service ever.,"Sorry about the bad experience, Manak. I'll be sure to pass along your feedback internally.",AmazonHelp
100148,"After getting a confirmation that it will be delivered post 7 pm, i have got an email at 1:30 in the afternoon that i was not available !",We're following up on this. We'll check this and update you.,AmazonHelp
100149,É o livro Os arquivos secretos do homem morcego. Simplesmente magnífico,Parece um livro interessante demais. Espero que curta muito da leitura dele! :D Abraço.,AmazonHelp
100150,"yes spoke w/ customer service, still canceling my prime though since it does literally nothing apparently","We'd like to take a closer look. When you can, please provide us some more information here: https://t.co/ApyxSZALFH",AmazonHelp
100151,"Yes, butvthey lied. Told me carrier and said they would contact and call me back. The never called. I hsdvto make 2 additional calls",I'm sorry you've had to invest so much time in this! Were we able to help resolve the issue on the last call?,AmazonHelp
100152,Schnippig ist sie auch noch? Wird ja immer interessanter 😅,"Nein, ist schnippig. Alexa ist lieb und nett. Sie ist sehr gut! Und ich geh jetzt mal lieber in Deckung! 😏",AmazonHelp
100153,you have wasted one month by bullsh****g me. now i am being told itvis out of warranty. issue is reported yo under warranty.,"Sorry for the disappointment. Kindly reply to the email you've received from our team, we'll check and get back.",AmazonHelp
100154,i have already done it. your reps dont even check any back data they just rape the customers.,"In this case, request you to wait and you shall receive an reply from our team soon.",AmazonHelp
100155,"same reply again and again. if the complaint is raised under warranty period and if wont solve it, how is it out of warranty?",insight on this issue. 2/2,AmazonHelp
100156,"so after wasting more than 1.5 month, now you are telling me the product is out of warranty. i had gone to iball 1.5 months back .","Apologies for the experience, Vijay. Please reply to the email sent by our team. We'll help you with alternatives.",AmazonHelp
100157,all emails already shared with earlier tweet. [URL],Kindly share your details in the link given earlier and we'll be sure to help you in getting this issue resolved.,AmazonHelp
100158,yeah and i will get it after i murder service center owner. I would rather throw this product in dumpster and let wll india know abt u cheat,Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you with an update on this.,AmazonHelp
100159,"so basically you are stealing money from small customers. count your money, its growing. THIEVES.",Apologies for the inconvenience with policy constraint. We'll be able to assist you once service denial letter is received.,AmazonHelp
100160,"why are you removimg from your tweets? I have official email from they dont care , they did not sell this product.",I get your concern.We wouldn't be able to work on the issue until we receive a service denial letter from the manufacturer.,AmazonHelp
100161,I have visited multiple times. why would a sc change uts policy to meet ur unreasonable demands? this issue is ongoing since 1.5 months.,"If the manufacturer refuses to honor warranty on a device, you shall receive a service denial letter for the same.",AmazonHelp
100162,"If iball declines my request, I cannot threaten into providing one.",without a service denial letter. Kindly try visiting your nearest service center to report it and keep us posted. 2/2,AmazonHelp
100163,Update ??? What your internal investigation repors tell you ??,"Sorry for this trouble. If the details were shared, you must've received a correspondence from us. Please check and reply.",AmazonHelp
100164,So what have you decided my dear ?? By this time you should've known the entire issue.I'm expecting a response from you,We have received your details. We are working on it and will get back to you with an update at the earliest.,AmazonHelp
100165,"Worse part, customer support thought it was coming today too, which I reached out at 4:30 pm","I'm sorry for the inconvenience. When you reached out to us, what options or insight did we provide?",AmazonHelp
100166,I talked on the phone to someone who offered 10 percent off but that isn't on the account yet. Still don't know delivery date.,Which carrier was assigned to deliver your package today?,AmazonHelp
100167,It doesn't say. It shows it hasn't shipped yet.,Did we ask you to wait a certain date before we could offer alternative options?,AmazonHelp
100168,Nothing on my order on your web site.,"Late order usually arrive the next business day. If your order hasn't arrived by 8:00 PM tomorrow, please let us know.",AmazonHelp
