tweet_id,customer_message,response_text,brand
137868,"It's been 8 days, I'm helpless now. I complained for refund, but they nevr contact me nor curriers service came for pick-up. Need help!!",I'm sorry the pick-up hasn't been completed. We'd like to look into it. Kindly share your details 1/2,AmazonHelp
135697,"I told you before and saying again that there is no message, i been a couple a month since my payment is not done",We did receive your details. Please log in here: https://t.co/oBfu1KrsfN & check for the email.,AmazonHelp
137155,Tutto fatto! Siete sempre grandi in queste cose!,"Grazie per il feedback, sono felice che abbia risolto!",AmazonHelp
130218,I got the same solution as previously received and nothing has changed. Error code 1055-MATE. What else you got?,Is your prime video subscription from Amazon India or https://t.co/nUUp5MLhYl?,AmazonHelp
130895,"same thing I'm telling u. Whenevr I bought, u sent me defective products. #NoToAmazon #consumerprotection plz help [URL]",The resolution provided in the email is the best we could offer. Appreciate your understanding.,AmazonHelp
129830,Originally February 8th next year then March 31st someone I know has November 10th they ordered after me too,Was there any email or notification about the change of date? Make sure to check your spam/junk folder.,AmazonHelp
121149,U need invoice ... Where u mentioned 0% on #Kajal but it shud be 18% in actual .... Nd u r doing fraud #Cloudtail,I'll surely pass on your comments to our relevant team internally and they'll take the appropriate action.,AmazonHelp
107567,No I haven't,"When you've spoken with us, have we offered to pass your details along to an Account Specialist for you?",AmazonHelp
132979,"No reason or new date, shipped yesterday but now says expected later than expected. Also last tracking update is from 4:02 pm 10/27..its 2pm",We'd like to make sure the delay is thoroughly investigated! Please reach us via phone/chat here: https://t.co/hApLpMlfHN,AmazonHelp
150450,"Already did this, now please help me with my refund instead of fake hopes or irrelevant replies.","As you've shared your details in the link, we'll check and we'll be sure to revert at the earliest.",AmazonHelp
157820,Would only let me send an email? Tracking is Q27026599263,"To contact us, please select your order, and then select ""Where's my stuff?"" from the drop-down menu to see our phone, e-mail, and chat options. Please let us know if you still don't see a phone option.",AmazonHelp
115247,"Yes, it's been missed. If it's not there when I get home today, I'll let you know.",Ok! Thanks for keeping us in the loop!,AmazonHelp
138777,"Oct. 17-20. I paid expedited shipping which Amazon has already refunded, just got off phone w/ Canada Post they have no idea where item is","Thanks for the info, Chris! What did we advise when you spoke with us last? Were any options provided? Keep us posted!",AmazonHelp
122156,The same last time you told thats why i placed my order again,"I know this has been a disappointing experience for you, I've forwarded this to the concerned team.",AmazonHelp
157258,"Just that it's been delayed and will hopefully arrive by the 5th, just concerned because it said it was out for delivery but then nothing","If the order is not delivered by the new date given, please let us know!",AmazonHelp
138470,That's why I tweeted you guys. This just happened about 15 minutes ago.,"At your nearest convenience, please reach out by phone, e-mail, or chat using the link provided above. We want to help!",AmazonHelp
155454,My packages finally arrived. Thank you!!!! 🎉,Fantastic! Thank you for letting us know!,AmazonHelp
119145,It’s just a feedback form and I have given ZERO stars in that,Request you to write back to the email you've received from our team and we will get back to you with the latest update.,AmazonHelp
151221,Thank. The issue was resolved extremely fast. Awesome customer service!,Glad to hear it Henry! Hope you have a great weekend!,AmazonHelp
110636,Already looked and nothing. Your policy allows for fraudulent delivery messages? How is that even acceptable?,"Who was the carrier listed for this order, here: https://t.co/Y5jpI9gRhE ? Please let us know!",AmazonHelp
128765,"yeah, have been using since last 2 months. Waiting for the Indian version to launch.",I'm sure the one coming in would be as thrilling as the one you are using. Wish you loads of fun with the new gadget.,AmazonHelp
137014,ah yeah went through the process further and one of my items wasn't available for tomorrow! Thank you :),Sure thing! 😊,AmazonHelp
110424,But really u r not interested in looking in the matter for bit fast delivery. It's ordered on 24th September 😐,Orders are marked for delivery as per the estimated date. We wouldn't be able to expedite the same.,AmazonHelp
115851,"I consistently have, please see above. All I get is genetic robotic responses. I want someone to actually apologise for the ineptitude of service I am constantly getting as a prime customer","I'm sorry you have not received the level of service we aspire to give our customers. Please, let us know if there's a current issue we can assist with.",AmazonHelp
123841,All day green line has been just above the arrival dot. Now its gone back up!!!!! [URL],"Oh no! Very sorry to hear that, Suzanne! Have we sent an email containing any information or explanation for the delay?",AmazonHelp
110197,"I have done tht tooo looong back but m not getting any response, you guys has disappointed me badly. Can you check the complete issue pls??",I'm afraid we can't access your account details from Twitter. Our team can access your details via the email you've sent.,AmazonHelp
154345,call me 8373969693,"Also, please don't provide your account details, we consider it to be personal info. Our page is visible to the public.",AmazonHelp
100224,The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain,Sorry for the delay. I'll be sure to pass on your feedback. Kindly wait until the mentioned time frame. Do keep us posted.,AmazonHelp
136099,"Pues de dentro uno así algo aplastado y otra de las cosas de dentro, así [URL]","Entiendo, Ato. Lamento lo sucedido. Puedes verificar las opciones disponibles aquí: https://t.co/q4bM5Hat4C.",AmazonHelp
124725,A Samsung TV. The whole app crashes. Screen black. No message,That is strange. Please review the following resource to see if this troubleshooting step helps: https://t.co/UsJf7vemUu. Keep us posted!,AmazonHelp
144878,dont tell me you dont have the technology to copy my order id from twitter and check on your platform. If you wish to help me kindly provide a resolution. If you dont care please dont bother replying here too.,"I get you being upset, Abhinav. However, as mentioned earlier, we wouldn't be able to access to your account directly from here as twitter being a social media platform. Please connect to our support team for further assistance. Appreciate your understanding.",AmazonHelp
143329,I have cancelled my order! Thank you for spoiling a birthday surprise!,Certainly not the kind of experience we'd want you to have. I'll be sure to pass this incident as feedback to our team internally.,AmazonHelp
147268,I understand. But u need movies very fast. You gonna loose me otherwise,We've forwarded your feedback internally. Our team will work on it.,AmazonHelp
111024,I got an update that's it's out for delivery at around 12 in the noon but I haven't recd delivery agent's coordinates. Pls share.,We apologize for any delay. We've received your details. Our team is working on it and will revert to you on priority.,AmazonHelp
139784,Only on LTE,"That's interesting, have you tried some of these trouble shooting steps? https://t.co/cYnMv8A0sa Let us know if this helps!",AmazonHelp
137301,The Continue icon is still blurred even after details are entered.It sometimes says that there is an error with Rupay debit cards.,Please report this to our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly.,AmazonHelp
116245,I’ve ordered items within the past 2 weeks with my Amazon Prime and they’ve both been late.,"I'm sorry for the wait. Just to confirm, did we miss the delivery dates listed in your order confirmation e-mails? Have you received your items?",AmazonHelp
106340,"Any idea what earliest means 2 hrs 10 hrs 24 hrs or 1 year , its 9 damn days without a single update , can you please giv a resolution date",As you've reverted to the email we'll work on it and get back to you as soon as possible.,AmazonHelp
119020,This isn't really acceptable when I pay for express delivery by 1pm why was it not left a the safe place or with a neighbour?,"I'm so sorry that your parcel was not left according to your preferences, Daz. Do you have a Safe Place set up on your account? Here are the instructions if you do not: https://t.co/ggIIoKy7bC",AmazonHelp
143176,I have been calling the customer care and they have been giving me vague answers! Anyway will be shortly filling it.,Apologies for the ordeal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you.,AmazonHelp
110746,What the heck we are doing here .. why there's multiple communication when it can be solved here itself cut the crap find a solution,"We realise you're upset. However, as twitter is a social platform, we will not be able to provide order details here.",AmazonHelp
137456,Colis Privé affirme être passé à 17h24 or comme je l'ai dit à votre collègue au téléphone j'étais présent côté rue toute la journée !,Je suis désolée d'apprendre cela. Une solution vous a-t-elle été proposée par notre SAV?,AmazonHelp
137897,I've already replied.! Bt didn't received a single phn call. Did you really cares about your customers..??,"Sorry for the trouble with the resolution provided. If you've responded to the email, we'll get in touch with an update.",AmazonHelp
154723,"Je ne sais pas, est-ce marqué sur le colis ? Il s'est juste présenté comme livreur d'Amazon",Le nom du transporteur est indiqué sur l'e-mail de confirmation d'expédition de votre commande. Pourriez-vous vérifier l'information s'il vous plaît?,AmazonHelp
116140,It says Delivery by Amazon Shipping,"Thanks for the info, Anne-Marie! Please reach out to us here, so we can request to reschedule this delivery: https://t.co/JzP7hlA23B",AmazonHelp
105627,Wat apologies?? Ur seriously mood spoiler. Im happy to uninstall Ur app. N I Tel al ma frenz as well to uninstall it.,"I understand you're disappointed, Mihir. We'd like to help you. Please share your details through the link that was provided earlier for further assistance. Appreciate your understanding.",AmazonHelp
135049,I've re-ordered the product. Promised delivery date is today. I am pretty sure the same lame excuse will be used for non-delivery,We're truly sorry for the trouble with your previous order. Request you to wait for new order to be delivered today.,AmazonHelp
118238,I've been trying to call since the last hour.... it just never connects.. the last time I called I was put on hold nearly 5-6 times.!,so that we can get in touch with you.,AmazonHelp
145519,Why would you need to wait 3-7 business days? I've already been dealing with your incompetent customer service staff for 3-4 days so I'd suggest this time was more than sufficient to get your act together...,Hi Marta. Apologies for the poor experience. Can you please forward your details here - https://t.co/tkLCr7DNil we'd like to investigate further.,AmazonHelp
151566,Not Shipped.,"Alright! Thanks for letting us know, Khaled. If the item hasn't shipped yet, then you should be able to see the estimated delivery date on the same page. Is it past that date yet?",AmazonHelp
106232,toujours pas de nouvelles ...,"Bonjour, le département concerné a bien été avisé par mon collègue, merci de votre patience.",AmazonHelp
104148,C’est marqué la poste,Avez-vous contacté notre SAV pour leur faire part de la situation?,AmazonHelp
109645,Product received. Thanks,We're glad to know the same. Have a good day!,AmazonHelp
142835,"Thanks, I don't want to return it I just want the bottle to go with the lid",Was the item sold by Amazon or a third-party seller: https://t.co/aaDyEz1VgE?,AmazonHelp
114343,"I have but don’t seem to be getting anywhere. The bed was only £3.32 and the purse £9.99 but this time of year and on a budget, doubt if many people could afford to loose that money. It is in affect fraud and stealing. Sorry I’m not getting at you..",Let's look into this in real time for you. Please call or chat with us here: https://t.co/n0TTLm6sl6,AmazonHelp
119113,Thank You SM Team for restoring my faith back in your support team's work. Your old customer (since 8/6/2013) is satisfied now.,We're glad we were able to resolve your issue. Appreciate your patience and understanding as well.,AmazonHelp
103388,"Yes I have, crossed checked my Credit Card as well, used to for other purchase on a different website but happened twice at Amazon..","Hello, we can't decline a card. We request the funds from your bank and they either approve or decline it. Please removing the card from your account and adding it again making sure all the details including billing address are correct to the info your bank has.",AmazonHelp
105034,it is listed as a completed transaction on my bank statement. A new date has not been supplied.,Strange - pls check your account for possible duplicate orders and for the latest order status: https://t.co/aaDyEz1VgE,AmazonHelp
137508,Yes. Tried n still not working for Simran movie n Inside Edge show. See pic [URL],support team here: https://t.co/rS49hgaADF and we will assist you accordingly.,AmazonHelp
128641,But my friend ur link is not working...See my previous screenshot,Request you to try this link : https://t.co/vlvfJr4nN9 and you'll be connected to our support team.,AmazonHelp
114474,Pl suspend this complaint for time being as the vehicle owner who caused the damage got in touch and promised to compensate,You should have received an email update from our team. Please check and reply to it. We will take necessary action.,AmazonHelp
146883,I've heard absolutely nothing!,"We don't want you to be blocked from your account, Tim! Let's go over some further options in real-time, via phone or chat, here: https://t.co/JzP7hlA23B",AmazonHelp
122855,"It's tomorrow, but it was supposed to be dispatched yesterday. My guess is that it's close to my address?","Orders can ship the day of delivery and still arrive on time, Hannah! Let us know if yours doesn't arrive on the date given!",AmazonHelp
157024,"Had a chat with CSA Deepika. She only advised to reject the delivery. However, you are not answering my query as to how my order details & address, shared with you only, reached a third party? This is breach of my privacy & data. Need stern action","Apologies for the issues with the order. We'd like to have a closer look on this, please share your details here: https://t.co/GIJyeYqKE0 and we will get in touch with you soon.",AmazonHelp
142572,C'est la réponse imbécile du support vendeur qui m'a incité à passer à PriceMinister pour les livres d'avant 1980. Eux ne demandent pas d'ISBN pour des livres parus avant l'invention de l'ISBN...,"Je vous comprends, et je suis désolé si vous n'avez pas pu vendre vos livres sur notre plate-forme !",AmazonHelp
102101,Now even doremon first season not available ..... First Darker then black now this. So what are you having CID and Tarak Mehta?,Thank yo u for flagging this to us. I'll forward your feedback internally for a review.,AmazonHelp
135456,3 de noviembre pero sin hora 🙌🏻,"Comprendo. En caso de no recibir el pedido en la fecha indicada, no dudes en contactarnos de nuevo.",AmazonHelp
156565,"Su web no funciona y, curiosamente, su horario termina a las 19h... No es el primer problema con en esta zona.","Javier, ¿el producto es vendido y enviado por Amazon o por un vendedor externo que utiliza nuestra plataforma?",AmazonHelp
114957,Sim!!!!!!! Estou esperando vcs baixarem o valor do livro O segundo sexo de Simone De Beauvoir para comprar.,Fica de olho então no nosso site e no nosso Facebook!,AmazonHelp
140192,Yes I have and says delivery will happen today but tracking shows it still on the west side of WA.,Carriers deliver up until 9pm. Please keep us posted if the package does not arrive.,AmazonHelp
152176,"ok, going through this — your only letting me use a pass my parcel to drop off — which is 10 miles away … however there are 3 drop off places in my town why can i not drop off at a local collect or locker?",Hi Stuart! The item may not be eligible for a locker return. You can find more info here: https://t.co/GqK4w0eUCI,AmazonHelp
104092,Yea son ya’ll even charged me 😴,Is your item being shipped by Amazon directly or by a third-party seller? You can view that information in the order details here: https://t.co/8qrlyfw9bJ,AmazonHelp
113712,How do I find that out?,We do not have access to accounts via Twitter. We would like to look into this in real time. Please call or chat with us here: https://t.co/gXX8ftXziW,AmazonHelp
146331,I studied my account and I do not have any active subscriptions. And the last thing bought in my order history was $6.. [URL],Really the only way we will be able to investigate this matter is to call or chat with us via the link previously provided. Let us know how it goes!,AmazonHelp
123884,Today by 8 pm according to [URL],"Ok, I hope it arrives today. Sorry again about the delay.",AmazonHelp
129835,There is no link as it was App only Quiz. See screenshot. [URL],The results will be announced today. Please stay tuned to our official page for update.,AmazonHelp
100896,I keep chasing u guys and finally ur reply [URL],Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.,AmazonHelp
128943,"Gave all the info asked for and was told I'd be contacted in 24 hours, It's now almost the 18th!",I completely understand your frustration. Have you checked your spam or junk folder for our message?,AmazonHelp
141816,Oui après chacun sa passion et chacun ses goûts donc ya pas de critique a faire 😉😀,"😆😆😆 Comme dit l'adage, les goûts et les couleurs ne se discutent pas.",AmazonHelp
126599,please ask someone to contact me right away,"Thanks for filling in the details, Sanket. We'll review the same and get in touch with you soon.",AmazonHelp
106319,No reason.,We'd like to look into our options with you. Please reach out to us by phone or chat here: https://t.co/qy3J24VGxb,AmazonHelp
150114,Tried but no success....,"That's rather strange, Abhishek. You might want to procure a service denial letter from the manufacturer in case they're not willing to help you with the warranty.",AmazonHelp
128447,"I was thinking echo, but it seems like my invitation has expired. [URL]",Apologies for the trouble. Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll check this out for you.,AmazonHelp
136874,Ok no problem thanks. My wife ordered it from her account so il do it when she is free to log in thanks for the help,"You're very welcome, Sam. Please keep us posted! We want to make sure this is fully resolved for you!",AmazonHelp
127231,I don’t share order id. I sent email to original manufacture to confirm & reply on above in email as screenshot.,"We'd like to check this and assist. Please share the required details, here: https://t.co/GIJyeYqKE0.",AmazonHelp
119077,yes i mentioned the details.,Thanks for the heads up. Our team will work on this issue and get back to you with an update.,AmazonHelp
118439,"Yea, customer care just refunded me. This happens way to often. Third shipment in two months to happen....",I'm glad we were able to refund you. Are you noticing that this is happening with certain carrier?,AmazonHelp
112157,I had this cancelled September 29th. I spoke to you guys almost an hour ago last.,Thanks for confirming. We'd like our team to look into this directly. Please send us the details here: https://t.co/F4cr3SY5sg,AmazonHelp
155949,Great way to mislead your customers. I am in the business line for more than 2 years now and i know how it works. You wanted the time and you are getting the time just getting behind the escalation matter. Listen i don't care. I am raising a case in consumer Court for this matter,We definitely didn't intend you to go through this. We are working on it and will resolve the issue at the earliest. We value your time.,AmazonHelp
117525,I have resent the details. Please don't get back with the same spiel that it is as per policy and terms and conditions. Let's not waste your and my time if you are not going to provide a resolution.,"Thanks for the confirmation, Nikhil. Our team will check and get back to you with an update soon. Request you to wait.",AmazonHelp
142693,"No not yet, thanks for letting me know","Please keep us in the loop about the delivery! If you have further questions or concerns, please let us know.",AmazonHelp
111208,but what if the prices increase. Then???,"after that,you need to buy the new subscription at ₹ 999/year. You can check more details here: https://t.co/51mamjWuz3 2/2",AmazonHelp
141917,Pre ordered in Aug but only told today my card expired. Even tho I paid with new card this morning I won't receive it til next weds,"I'm sorry for the wait! When a pre-order charge is declined, it may result in a reset delivery time.",AmazonHelp
137556,Sooo.... this still hasn’t showed up? Next day delivery at its finest,What information was provided when you contacted us? We're here to help!,AmazonHelp
136525,"Received an email yesterday saying dispatched, tracking says was out for delivery 5:19am today via royal mail tracked. Nothing since.",I'm sorry your order hasn't arrived! We'd like to take a look at our options. Please reach us here: https://t.co/JzP7hlA23B,AmazonHelp
140051,Can I dm you my track number?,"We don't have access to accounts on Twitter, but we'd like to look into this. Call/e-mail us here: https://t.co/JzP7hlA23B",AmazonHelp
117832,Eu vou de Senhor Stephen Hawking pq ja tem séculos que quero ler esse livro dele ahahahah [URL],"😍 Nós também gostamos um monte do Stephen Hawking! Me diga, ele é seu autor preferido? 📚",AmazonHelp
119319,"Nothing outcome, they put me on hold to connect to management but call is on hold for almost 15 mins.. guess no one available to answer why it is not delivered","We want to make sure you are taken care of, please let us know the outcome of the call.",AmazonHelp
155984,"Delivery has not been updated since failed 23/11. Why are you asking what is showing, surely you can see the information ?",I'm so sorry! We don't have access to account or order information via Twitter. Please reach out to us via phone/chat here: https://t.co/aaDyEz1VgE and we can provide real-time assistance with this.,AmazonHelp
100484,"Except that isn't the case. 1 Why not? 2 Why are you sending people to The Works? 3 Why is that book in Home & KItchen? 4 What do you suggest I say to Bonnier when I call their switchboard as you suggest, to find out what Amazon is up to? 5 What is the point of having Prime?","Hi, you will need to speak with the publishers about this,as said the latest info we have is reflected on the website.",AmazonHelp
123034,Already reported to support team on mail. Let’s see how this gonna work. Thanks for your assistance.,Rest assured our team will work on it.,AmazonHelp
117224,Please do. Have seen this issue crop up regularly on amazon.in since you made OTP entry in-house. Hard for me to believe that you have no role to play with such a big change in workflow.,We've noted these comments and forwarded them internally for a review. Kindly stay tuned for update.,AmazonHelp
138344,Mr. Bigg Deals?,We'd like to look into this further with you. Please reach out to us by phone or chat here: https://t.co/EKXRLsnxJu,AmazonHelp
113688,Hat funktioniert. Hoffe das bleibt so. Lag vielleicht auch an der Zattoo App. Die hing heute öfter mal bei mir. Vielen Dank (:,Gerne und schönen Abend dir! :),AmazonHelp
102247,I just found out it was by a seller named Sandra Gray Store. The feedbacks in their page are very similar to mine. [URL],Hi Martin! Have you tried contacting the seller to see what options they might offer?,AmazonHelp
101227,... I did respond back to... Thanks,Please reply to the email sent by us for further queries and we'll assist you accordingly.,AmazonHelp
148736,I spoke to Amazon Customer Service on 13/11/2017 and was told to wait few more days. Said the item was un-trackable. My initial eta from Amazon Prime was 11/09/2017 having ordered on 09/11/2017. Not exactly next day?,Did we give you a new delivery date?,AmazonHelp
101334,"can not find my order, and costumer care can't cannect my any call or else. Amazon India refund my payment otherwise pay for that","As this is a social media platform, we can't view your account/order details. Hence, reach out to us from the link here: https://t.co/TxK11znixD to assist you further.",AmazonHelp
138260,Yes. Thanks for your expedite response. I do check my email as well,Thanks for the heads up. We will get back with an update soon. Appreciate your patience.,AmazonHelp
140951,yes I've been contacted ur support team thru link and thru calls too Bt issues are not yet resolved,Apologies. I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly.,AmazonHelp
137347,I can do that. What address should I send the email to? I'll include all details...,"Hi Waheed, thank you. You can send us an email via this link: https://t.co/VN4zjxdQPR",AmazonHelp
124985,Please do that. These tweets r in response 2 the email I have received. Please make some 1 call me.,We'll do the needful to make things right for you. Appreciate your patience in this regard.,AmazonHelp
103789,"Hi, it was TMD Dept, Bizspace Business Centre, 4-6 Wadsworth Road, Greenford UB6 7JJ","To confirm, was this item sold and dispatched by a seller or by Amazon? If it was a seller, have you tried contacting the seller? You can find how to do this here: https://t.co/wtCjHrsCxK",AmazonHelp
131044,"Ordered item on Monday w/ Express delivery on RM Signed For, kept getting notification saying RM had received it and looked but it had",Could you tell us the delivery date provided in the original order confirmation e-mail?,AmazonHelp
135206,I have sent te message 2 times and you haven't replied still,You can Private Message us here. https://t.co/1XyLaGkcaN,AmazonHelp
